SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
500390,REL INFRA   ,A ,Q,21.40,21.40,19.85,20.30,20.30,20.55,1512,220288,4586447.00,,INE036A01016,30-Oct-20,,
500400,TATA POWER  ,A ,Q,52.55,52.90,51.65,52.15,52.15,52.15,2621,654688,34240411.00,,INE245A01021,30-Oct-20,,
500402,SPMLINFRA   ,B ,Q,8.04,8.36,8.04,8.36,8.36,7.85,7,1060,8808.00,,INE937A01023,30-Oct-20,,
500403,SUNDARAM FAS,A ,Q,415.65,428.95,409.65,426.80,427.00,418.70,460,4206,1756282.00,,INE387A01021,30-Oct-20,,
500404,SUNFLAG IRON,B ,Q,43.70,44.50,42.10,43.90,44.00,43.30,278,29395,1280774.00,,INE947A01014,30-Oct-20,,
500405,SUPREME PET ,B ,Q,260.00,265.00,253.80,255.55,263.95,248.65,292,1649,422666.00,,INE663A01017,30-Oct-20,,
500407,SWARAJ ENGIN,B ,Q,1427.95,1429.00,1410.55,1417.40,1418.25,1413.55,38,77,109400.00,,INE277A01016,30-Oct-20,,
500408,TATA ELXSI  ,A ,Q,1510.80,1570.40,1510.80,1532.70,1532.00,1508.65,3622,51582,79913538.00,,INE670A01012,30-Oct-20,,
500410,ACC LTD     ,A ,Q,1658.80,1698.35,1623.45,1648.40,1648.40,1653.30,4745,77905,129619620.00,,INE012A01025,30-Oct-20,,
500411,THERMAX     ,A ,Q,766.35,766.35,753.00,759.80,762.85,767.15,104,335,254607.00,,INE152A01029,30-Oct-20,,
500412,THIRUMALAI  ,B ,Q,72.65,73.70,71.50,71.85,71.75,72.50,422,41109,2974771.00,,INE338A01024,30-Oct-20,,
500413,THOMAS COOK ,B ,Q,27.00,27.00,26.20,26.70,26.75,26.60,91,6783,180860.00,,INE332A01027,30-Oct-20,,
500414,TIMEX GROUP ,XT,Q,20.60,21.90,20.60,21.50,21.50,20.90,48,9245,196547.00,,INE064A01026,30-Oct-20,,
500418,TOKYO PLAST ,B ,Q,58.60,68.80,58.60,59.75,68.80,58.50,4,710,41837.00,,INE932C01012,30-Oct-20,,
500420,TORRENT PHAR,A ,Q,2527.05,2581.00,2524.25,2564.70,2564.70,2519.55,1585,17132,43765870.00,,INE685A01028,30-Oct-20,,
500422,TRANSCHEM   ,X ,Q,12.99,12.99,11.63,12.59,12.59,12.00,11,543,6567.00,,INE019B01010,30-Oct-20,,
500425,AMBUJA CEME ,A ,Q,254.80,265.75,252.90,259.55,259.55,253.90,4874,395308,102903404.00,,INE079A01024,30-Oct-20,,
500426,UTLINDS     ,X ,Q,6.46,6.70,6.08,6.69,6.70,6.40,28,20884,137455.00,,INE184E01024,30-Oct-20,,
500429,UNIPHOS ENT.,B ,Q,63.80,63.80,60.55,62.70,62.70,60.45,8,1745,107029.00,,INE037A01022,30-Oct-20,,
500439,VARD HOLDNG ,B ,Q,1235.00,1235.00,1235.00,1235.00,1235.00,1234.80,3,11,13585.00,,INE701A01023,30-Oct-20,,
500440,HINDALCO    ,A ,Q,168.00,171.90,167.00,170.70,170.70,168.00,3147,471483,80005446.00,,INE038A01020,30-Oct-20,,
500444,WEST COAS PA,B ,Q,159.05,163.30,157.25,157.75,157.25,158.15,103,2252,358663.00,,INE976A01021,30-Oct-20,,
500449,HIND.ORG.CHM,B ,Q,14.70,14.75,14.38,14.40,14.40,14.78,92,22747,329925.00,,INE048A01011,30-Oct-20,,
500450,MPIL CORP L ,X ,Q,213.55,224.00,213.55,223.95,224.00,217.00,6,1170,256213.00,,INE844C01027,30-Oct-20,,
500456,PAS.ACRYLON ,X ,Q,9.50,9.70,9.20,9.35,9.35,9.35,55,8700,80861.00,,INE818B01023,30-Oct-20,,
500458,KORE        ,XT,Q,1.61,1.69,1.61,1.69,1.69,1.61,9,2341,3940.00,,INE601A01017,30-Oct-20,,
500459,PROCTER &GAM,A ,Q,10363.10,10363.10,10100.00,10142.45,10142.45,10385.35,75,150,1533829.00,,INE179A01014,30-Oct-20,,
500460,MUKAND LTD. ,B ,Q,48.00,48.00,46.00,47.55,47.50,48.10,89,10574,498600.00,,INE304A01026,30-Oct-20,,
500463,AGCNET      ,B ,Q,663.00,664.50,615.00,626.45,625.30,653.30,1037,6926,4428961.00,,INE676A01019,30-Oct-20,,
500464,UCAL FUEL   ,B ,Q,113.50,114.60,112.00,112.10,112.10,113.50,52,1694,192175.00,,INE139B01016,30-Oct-20,,
500467,HARR.MALAYAL,B ,Q,96.15,97.65,94.30,94.40,94.35,96.75,208,3714,355119.00,,INE544A01019,30-Oct-20,,
500469,FEDERAL BANK,A ,Q,51.35,51.35,49.80,50.50,50.50,51.05,7574,2464102,124393411.00,,INE171A01029,30-Oct-20,,
500470,TATA STEEL  ,A ,Q,403.10,413.00,395.25,410.35,410.35,401.25,6861,500153,202702791.00,,INE081A01012,30-Oct-20,,
500472,SKF INDIA   ,A ,Q,1501.55,1501.55,1473.05,1475.10,1476.00,1501.25,326,1285,1909025.00,,INE640A01023,30-Oct-20,,
500477,ASHOK LEYL. ,A ,Q,80.20,81.75,78.30,78.95,78.95,80.35,6249,2174449,173505323.00,,INE208A01029,30-Oct-20,,
500480,CUMMINS (I) ,A ,Q,442.75,447.70,431.25,433.85,434.00,441.60,1278,24737,10826232.00,,INE298A01020,30-Oct-20,,
500483,TATA COMM   ,B ,Q,880.50,934.75,880.50,933.90,928.00,890.25,552,7695,7140745.00,,INE151A01013,30-Oct-20,,
500488,ABBOTT (I)  ,A ,Q,15300.00,15449.90,15158.05,15302.05,15319.20,15162.00,427,837,12801192.00,,INE358A01014,30-Oct-20,,
500490,BAJ HOLD INV,A ,Q,2304.15,2325.00,2281.05,2306.05,2304.60,2270.80,903,4213,9712501.00,,INE118A01012,30-Oct-20,,
500493,BHARAT FORGE,A ,Q,455.50,459.45,448.45,451.35,451.35,455.55,2000,61230,27776347.00,,INE465A01025,30-Oct-20,,
500495,ESCORTS LTD.,A ,Q,1196.00,1211.75,1171.15,1201.30,1201.30,1188.05,3671,60939,72743290.00,,INE042A01014,30-Oct-20,,
500500,HIND.MOTORS ,B ,Q,5.00,5.11,4.94,5.04,5.10,4.96,31,15427,78187.00,,INE253A01025,30-Oct-20,,
500510,LARSEN & TOU,A ,Q,941.15,947.15,924.15,929.60,929.60,934.60,11248,233186,217832632.00,,INE018A01030,30-Oct-20,,
500520,MAH & MAH   ,A ,Q,593.00,601.40,587.30,593.85,594.00,591.85,1853,96761,57489390.00,,INE101A01026,30-Oct-20,,
500530,BOSCH LTD   ,A ,Q,11790.30,11951.60,11580.00,11611.95,11647.00,11778.55,653,1364,15988174.00,,INE323A01026,30-Oct-20,,
500540,PREMIER LTD ,T ,Q,2.89,2.89,2.89,2.89,2.89,3.04,3,22,63.00,,INE342A01018,30-Oct-20,,
500547,BHARAT PET. ,A ,Q,346.10,359.45,343.90,354.30,354.30,341.75,5822,359167,127003743.00,,INE029A01011,30-Oct-20,,
500550,SIEMENS LTD.,A ,Q,1292.90,1312.40,1256.85,1267.80,1268.90,1289.55,2517,38169,49027552.00,,INE003A01024,30-Oct-20,,
500570,TATA MOTORS ,A ,Q,132.90,134.50,130.30,132.70,132.70,131.90,18730,3535203,468285748.00,,INE155A01022,30-Oct-20,,
500575,VOLTAS LTD  ,A ,Q,702.80,711.15,701.75,706.40,707.00,702.50,709,25596,18070839.00,,INE226A01021,30-Oct-20,,
500620,GREAT EASTE ,A ,Q,226.60,228.95,221.40,225.15,225.15,226.60,888,11182,2530394.00,,INE017A01032,30-Oct-20,,
500645,DEEPAK FERT.,A ,Q,146.95,148.10,144.00,147.15,147.15,144.25,1487,40828,5967217.00,,INE501A01019,30-Oct-20,,
500650,EXCEL INDUST,B ,Q,848.75,888.90,842.80,869.60,870.10,848.60,175,509,444891.00,,INE369A01029,30-Oct-20,,
500655,GARWARE POLY,X ,Q,276.15,309.40,276.15,303.25,307.00,276.15,1139,56159,16777486.00,,INE291A01017,30-Oct-20,,
500660,GLAXOSMITH  ,A ,Q,1484.10,1487.00,1461.00,1465.65,1470.00,1481.65,456,2545,3748459.00,,INE159A01016,30-Oct-20,,
500670,GUJ.NARMADA ,A ,Q,208.00,209.95,204.00,206.15,206.15,207.60,857,17513,3612845.00,,INE113A01013,30-Oct-20,,
500672,NOVARTIS    ,B ,Q,624.60,629.80,622.35,626.15,626.15,626.35,116,2195,1372878.00,,INE234A01025,30-Oct-20,,
500674,SANOFI      ,A ,Q,8174.95,8174.95,7992.55,8003.75,8012.00,8019.75,345,786,6312296.00,,INE058A01010,30-Oct-20,,
500680,PFIZER LTD. ,A ,Q,5040.00,5070.00,4977.40,4985.00,4999.40,5031.65,305,1128,5651435.00,,INE182A01018,30-Oct-20,,
500690,GUJ.ST.FERT ,A ,Q,66.85,68.85,66.50,67.90,67.90,66.85,1556,166776,11328026.00,,INE026A01025,30-Oct-20,,
500696,HIND UNI LT ,A ,Q,2122.70,2122.70,2068.25,2072.30,2072.30,2121.55,4734,45606,95182284.00,,INE030A01027,30-Oct-20,,
500710,AKZOINDIA   ,A ,Q,2000.00,2000.00,1967.65,1985.85,1981.75,1979.05,80,161,319280.00,,INE133A01011,30-Oct-20,,
500730,NOCIL LTD   ,A ,Q,140.25,140.75,136.20,137.10,137.10,138.90,713,30440,4209455.00,,INE163A01018,30-Oct-20,,
500770,TATA CHEM.  ,A ,Q,318.00,325.55,312.35,322.25,320.50,325.60,4058,151001,48260077.00,,INE092A01019,30-Oct-20,,
500777,T.P.L.      ,B ,Q,36.40,37.70,35.60,36.55,36.55,35.05,736,73041,2690496.00,,INE148A01019,30-Oct-20,,
500780,ZUARIGLOB   ,B ,Q,47.40,47.90,47.00,47.80,47.85,47.25,66,2213,105508.00,,INE217A01012,30-Oct-20,,
500790,NESTLE (I)  ,A ,Q,16925.00,17350.00,16920.00,17162.80,17119.00,16861.45,2105,4774,82076147.00,,INE239A01016,30-Oct-20,,
500800,TATACONSUM  ,A ,Q,495.00,500.10,489.05,493.30,493.30,491.15,1858,64495,31868408.00,,INE192A01025,30-Oct-20,,
500820,ASIAN PAINTS,A ,Q,2214.00,2242.30,2196.15,2213.05,2214.25,2224.80,3523,50151,111153889.00,,INE021A01026,30-Oct-20,,
500825,BRITANIA IND,A ,Q,3545.00,3548.10,3460.70,3474.65,3474.65,3533.95,3689,16699,58383132.00,,INE216A01030,30-Oct-20,,
500830,COLGATE PALM,A ,Q,1520.95,1542.30,1505.35,1517.35,1521.00,1525.30,1661,31606,48040060.00,,INE259A01022,30-Oct-20,,
500840,EIH LTD.    ,A ,Q,75.55,75.75,74.70,75.00,75.00,75.10,417,24555,1846809.00,,INE230A01023,30-Oct-20,,
500850,INDIAN HOTEL,A ,Q,97.25,97.55,95.10,95.40,95.35,96.85,983,60761,5840705.00,,INE053A01029,30-Oct-20,,
500870,CASTROL     ,A ,Q,116.00,116.30,113.45,114.05,114.05,114.75,1358,63617,7293415.00,,INE172A01027,30-Oct-20,,
500875,ITC LTD.    ,A ,Q,164.30,166.75,163.45,165.25,165.25,163.85,11905,1125563,185708362.00,,INE154A01025,30-Oct-20,,
500877,APOLLO TYRES,A ,Q,142.85,144.25,137.70,139.90,139.90,142.90,2033,222486,31172228.00,,INE438A01022,30-Oct-20,,
500878,CEAT LIMITED,A ,Q,1110.00,1125.00,1084.10,1092.00,1092.00,1115.30,1139,13489,14893989.00,,INE482A01020,30-Oct-20,,
500940,FINOLEX IND.,A ,Q,521.00,538.55,521.00,523.40,521.00,537.15,423,2535,1340037.00,,INE183A01016,30-Oct-20,,
501150,CENTRUM CAP ,A ,Q,15.80,16.70,15.50,15.70,15.70,15.85,337,110126,1787780.00,,INE660C01027,30-Oct-20,,
501242,TCI FINANCE ,B ,Q,4.25,4.25,4.25,4.25,4.25,4.47,10,3175,13493.00,,INE911B01018,30-Oct-20,,
501298,INDUS.&PRUD.,X ,Q,835.00,835.00,835.00,835.00,835.00,849.70,1,5,4175.00,,INE620D01011,30-Oct-20,,
501301,TATA INVEST.,A ,Q,846.00,855.00,835.60,845.75,845.35,841.45,202,1274,1075863.00,,INE672A01018,30-Oct-20,,
501314,PRISMX      ,X ,Q,14.48,14.48,14.30,14.40,14.40,14.20,49,7041,101359.00,,INE286N01010,30-Oct-20,,
501343,MOTOR&GEN.FI,B ,Q,14.15,15.50,14.15,14.27,14.27,15.50,12,335,4887.00,,INE861B01023,30-Oct-20,,
501370,WALCHAND PF ,X ,Q,52.00,53.85,49.40,50.95,53.85,51.70,8,196,9885.00,,INE695D01021,30-Oct-20,,
501391,W.H.BRADY   ,X ,Q,143.00,143.00,136.05,138.85,136.05,142.90,2,5,694.00,,INE855A01019,30-Oct-20,,
501423,SHA ENG PLA ,X ,Q,618.00,620.00,606.00,619.70,620.00,618.00,40,1977,1221265.00,,INE151G01010,30-Oct-20,,
501425,BOM.BURMAH  ,A ,Q,1208.00,1246.00,1193.35,1209.50,1213.75,1198.85,349,2352,2867332.00,,INE050A01025,30-Oct-20,,
501430,BOM.CYCLE   ,X ,Q,625.05,674.00,625.05,663.80,663.80,650.00,6,12,7935.00,,INE691K01017,30-Oct-20,,
501455,GREAVES COTT,A ,Q,70.15,71.00,68.80,69.85,69.85,69.80,526,27249,1902018.00,,INE224A01026,30-Oct-20,,
501700,INDIA NIVEH ,X ,Q,23.40,23.40,22.90,23.10,23.00,22.80,74,4361,101319.00,,INE131H01028,30-Oct-20,,
501831,COAST CORP  ,X ,Q,167.00,174.65,167.00,170.00,170.00,166.35,36,690,117717.00,,INE377E01016,30-Oct-20,,
501833,CHOWGULE ST ,XT,Q,3.62,3.99,3.62,3.99,3.99,3.80,4,3550,12869.00,,INE490A01015,30-Oct-20,,
501848,GLOBAL OFFS ,T ,Q,5.34,5.34,5.29,5.31,5.31,5.14,11,2610,13848.00,,INE446C01013,30-Oct-20,,
501945,DHENUBUILD  ,X ,Q,1.58,1.58,1.58,1.58,1.58,1.61,1,10,15.00,,INE758D01027,30-Oct-20,,
502015,ASIIL       ,X ,Q,11.63,12.49,11.63,12.40,12.47,12.04,19,6075,74010.00,,INE443A01030,30-Oct-20,,
502090,SAGAR CEM.  ,B ,Q,759.00,759.00,720.00,732.20,730.00,736.10,498,5692,4142299.00,,INE229C01013,30-Oct-20,,
502137,DECAN CEMENT,B ,Q,310.00,325.00,304.05,315.10,314.70,310.45,724,9845,3094296.00,,INE583C01021,30-Oct-20,,
502157,MANGALAM CEM,B ,Q,193.35,199.70,189.30,194.35,194.35,196.35,167,2042,399309.00,,INE347A01017,30-Oct-20,,
502168,N C L IND.  ,B ,Q,131.05,135.50,128.80,129.20,129.50,129.75,536,21954,2892536.00,,INE732C01016,30-Oct-20,,
502175,SAURAS.CEM. ,X ,Q,45.20,46.40,44.75,45.55,45.50,44.95,134,29066,1325114.00,,INE626A01014,30-Oct-20,,
502180,SRI DIGV CEM,B ,Q,61.60,66.45,61.55,63.95,63.95,61.55,1137,128363,8299537.00,,INE232A01011,30-Oct-20,,
502219,BORORENEW   ,B ,Q,91.95,96.65,89.80,92.10,92.10,90.25,1423,66844,6242464.00,,INE666D01022,30-Oct-20,,
502281,TRIVENI GLAS,XT,Q,8.50,8.87,8.25,8.25,8.25,8.63,14,2013,16887.00,,INE094C01011,30-Oct-20,,
502330,ANDPAPER    ,B ,Q,181.20,185.70,179.65,185.05,185.00,184.00,197,4402,804379.00,,INE435A01028,30-Oct-20,,
502355,BALKRISH IND,A ,Q,1340.80,1360.00,1338.40,1346.30,1346.30,1343.50,1631,16127,21779232.00,,INE787D01026,30-Oct-20,,
502420,ORIENT PAPER,B ,Q,16.00,16.25,15.90,16.00,16.10,16.20,146,21665,347324.00,,INE592A01026,30-Oct-20,,
502448,ROLLATAINER ,T ,Q,2.15,2.15,2.13,2.13,2.13,2.17,2,1100,2363.00,,INE927A01040,30-Oct-20,,
502450,SESHA.PAPER ,B ,Q,130.25,130.25,127.95,128.40,128.00,128.75,171,4577,588401.00,,INE630A01024,30-Oct-20,,
502742,SINTEX IND. ,T ,Q,3.29,3.29,3.29,3.29,3.29,3.46,426,862377,2837220.00,,INE429C01035,30-Oct-20,,
502820,DCM LTD.    ,B ,Q,18.45,18.45,18.00,18.00,18.00,18.45,6,110,2007.00,,INE498A01018,30-Oct-20,,
502865,FORBES & CO ,B ,Q,1501.00,1550.00,1493.00,1510.65,1493.00,1524.95,69,853,1292649.00,,INE518A01013,30-Oct-20,,
502873,H.P.COTTON  ,X ,Q,25.80,26.00,25.00,26.00,26.00,24.90,3,115,2982.00,,INE950C01014,30-Oct-20,,
502893,UNITEDINT   ,XT,Q,15.50,15.50,15.50,15.50,15.50,16.30,1,101,1565.00,,INE706D01018,30-Oct-20,,
502937,KESORAM IND ,B ,Q,40.20,40.55,39.60,39.90,39.90,40.00,148,9451,378384.00,,INE087A01019,30-Oct-20,,
502958,LAKSHMI MILL,X ,Q,1476.00,1535.00,1476.00,1499.40,1534.90,1540.00,20,75,112586.00,,INE938C01019,30-Oct-20,,
502986,VARDH TEXT  ,A ,Q,780.00,785.05,753.10,764.95,765.00,765.90,224,802,613704.00,,INE825A01012,30-Oct-20,,
503015,MODERN INDIA,X ,Q,39.85,41.80,38.05,41.80,41.80,39.85,4,52,2003.00,,INE251D01023,30-Oct-20,,
503031,PENLAND LTD ,B ,Q,3.91,4.01,3.80,3.86,3.91,3.96,69,60705,234663.00,,INE138A01028,30-Oct-20,,
503100,PHOENIX MILL,A ,Q,579.40,588.00,565.10,579.15,579.15,579.95,431,4792,2783006.00,,INE211B01039,30-Oct-20,,
503101,MARATHON NEX,B ,Q,52.25,54.55,50.00,50.45,50.35,52.10,212,2036,104558.00,,INE182D01020,30-Oct-20,,
503162,REL.CHEMOTX ,X ,Q,57.00,58.90,55.80,56.05,55.80,56.90,40,1299,73596.00,,INE750D01016,30-Oct-20,,
503169,RUBY MILLS  ,B ,Q,155.10,158.45,155.05,157.80,157.80,156.25,8,126,19815.00,,INE301D01026,30-Oct-20,,
503229,SIMPLEX REAL,X ,Q,40.30,42.00,40.30,41.30,41.30,42.05,8,320,13112.00,,INE167H01014,30-Oct-20,,
503310,SWAN ENG    ,A ,Q,144.65,145.95,143.20,145.35,143.20,144.60,1221,106038,15354475.00,,INE665A01038,30-Oct-20,,
503349,VICTORIA MIL,X ,Q,1710.00,1808.90,1700.00,1804.20,1808.90,1784.80,7,17,29336.00,,INE203D01016,30-Oct-20,,
503624,SVARAJ TRAD ,XT,Q,7.60,8.10,7.60,8.10,8.10,8.00,7,1114,8911.00,,INE406N01014,30-Oct-20,,
503641,ZODIAC VEN  ,XT,Q,8.00,8.00,7.41,7.41,7.41,7.80,10,1729,12814.00,,INE945J01027,30-Oct-20,,
503657,VEER ENERGY ,X ,Q,8.00,8.00,7.33,7.68,7.77,7.50,9,1388,10330.00,,INE255E01030,30-Oct-20,,
503663,TILAK       ,XT,Q,2.85,2.99,2.71,2.96,2.96,2.85,27,8212,23161.00,,INE026L01022,30-Oct-20,,
503669,KKFIN       ,X ,Q,7.92,7.92,7.92,7.92,7.92,8.33,1,5,39.00,,INE509J01013,30-Oct-20,,
503722,BANSW.SYNTEX,B ,Q,73.00,75.00,72.50,73.20,72.95,72.65,21,378,27835.00,,INE629D01012,30-Oct-20,,
503804,SHRI DINESH ,X ,Q,117.00,117.00,117.00,117.00,117.00,119.35,2,50,5850.00,,INE204C01024,30-Oct-20,,
503806,SRF LIMITED ,A ,Q,4450.20,4555.25,4351.15,4416.65,4384.70,4445.75,1993,9452,42103135.00,,INE647A01010,30-Oct-20,,
503811,SIYARAM SILK,B ,Q,140.00,141.25,136.65,137.55,137.00,138.90,138,3105,429287.00,,INE076B01028,30-Oct-20,,
503816,SWAD.POLYTEX,XT,Q,3.80,3.80,3.80,3.80,3.80,4.00,2,980,3724.00,,INE243N01029,30-Oct-20,,
503960,BHARAT BIJLE,B ,Q,688.55,700.45,673.00,684.00,685.00,691.75,245,540,367748.00,,INE464A01028,30-Oct-20,,
504000,ELPRO INTER ,X ,Q,41.00,41.00,36.00,38.50,38.50,40.00,91,32050,1214034.00,,INE579B01039,30-Oct-20,,
504008,EMCO LTD.   ,Z ,Q,1.33,1.45,1.33,1.45,1.45,1.39,42,36575,50752.00,,INE078A01026,30-Oct-20,,
504028,GEE LTD     ,X ,Q,25.80,25.80,24.95,25.45,25.45,25.80,11,315,7908.00,,INE064H01021,30-Oct-20,,
504036,HIND.RECT   ,B ,Q,122.70,122.70,122.00,122.35,122.00,122.35,3,10,1223.00,,INE835D01023,30-Oct-20,,
504058,NIPPOBATRY  ,B ,Q,512.10,519.30,510.00,511.00,510.00,512.75,22,72,37215.00,,INE567A01010,30-Oct-20,,
504067,ZENSAR TECH.,A ,Q,180.00,183.70,176.00,177.80,177.95,187.00,1634,36228,6515953.00,,INE520A01027,30-Oct-20,,
504076,JYOTI LTD.  ,X ,Q,7.10,7.11,7.10,7.11,7.11,7.40,2,34,241.00,,INE511D01012,30-Oct-20,,
504084,KAYCEE IND  ,X ,Q,2837.00,2837.00,2837.00,2837.00,2837.00,2842.00,1,1,2837.00,,INE813G01015,30-Oct-20,,
504092,INDOKEM LTD.,X ,Q,12.50,12.60,11.45,11.45,11.45,12.00,13,7461,92965.00,,INE716F01012,30-Oct-20,,
504093,PANA ENERG  ,X ,Q,164.95,164.95,155.00,156.50,156.50,158.55,39,1352,212929.00,,INE795A01017,30-Oct-20,,
504112,NELCO LTD.  ,B ,Q,184.00,184.10,181.10,181.55,181.40,182.65,116,1781,324089.00,,INE045B01015,30-Oct-20,,
504132,PERM MAGNETS,X ,Q,174.95,175.95,166.50,171.30,171.30,169.70,291,15995,2781276.00,,INE418E01018,30-Oct-20,,
504176,HIGH ENERGY ,X ,Q,370.00,370.00,342.00,365.00,365.00,370.55,10,153,53795.00,,INE783E01015,30-Oct-20,,
504180,STD.BATTERY ,X ,Q,5.40,5.40,5.40,5.40,5.40,5.40,5,1200,6480.00,,INE502C01039,30-Oct-20,,
504212,UNIV.CABLE  ,B ,Q,133.55,133.95,130.90,131.20,131.85,131.60,87,1005,132160.00,,INE279A01012,30-Oct-20,,
504240,DELTON CABLE,X ,Q,30.90,30.90,29.60,29.65,29.65,30.50,8,492,14711.00,,INE872E01016,30-Oct-20,,
504258,LAKSHMI ELEC,X ,Q,237.30,240.75,237.00,238.55,237.25,240.00,25,1856,443977.00,,INE284C01018,30-Oct-20,,
504273,MODULEX     ,X ,Q,8.80,8.80,8.11,8.17,8.17,8.53,12,2162,18306.00,,INE064R01012,30-Oct-20,,
504286,DELTAMAGNT  ,B ,Q,18.05,19.40,18.05,19.35,19.40,18.20,4,53,1024.00,,INE393A01011,30-Oct-20,,
504335,PAZEL       ,X ,Q,0.27,0.28,0.26,0.28,0.28,0.27,4,2515,659.00,,INE040N01029,30-Oct-20,,
504340,CONFINT     ,X ,Q,2.41,2.41,2.41,2.41,2.41,2.37,3,1110,2675.00,,INE180M01033,30-Oct-20,,
504341,RELTD       ,X ,Q,23.70,27.55,23.70,24.40,24.40,25.05,8,136,3281.00,,INE206N01018,30-Oct-20,,
504378,NYSSACORP   ,XT,Q,0.57,0.63,0.57,0.63,0.63,0.60,19,39587,22628.00,,INE812K01027,30-Oct-20,,
504392,KRISHNA VEN ,XT,Q,11.69,11.69,10.59,10.63,11.69,11.14,4,52,552.00,,INE537L01010,30-Oct-20,,
504398,SJ CORP LTD ,X ,Q,12.20,12.20,12.20,12.20,12.20,12.20,1,50,610.00,,INE312B01027,30-Oct-20,,
504605,UNI ABEX    ,X ,Q,398.00,398.00,361.10,361.10,361.10,360.00,7,72,28156.00,,INE361D01012,30-Oct-20,,
504614,SARDA ENMIN ,B ,Q,249.00,252.00,240.80,244.00,244.00,243.20,362,4028,989816.00,,INE385C01013,30-Oct-20,,
504646,BHAGWATI AUT,X ,Q,112.40,112.45,112.00,112.40,112.40,107.10,5,60,6723.00,,INE106G01014,30-Oct-20,,
504697,GALADA TELE.,XT,Q,1.93,2.00,1.84,1.84,2.00,1.93,15,7761,14817.00,,INE255C01018,30-Oct-20,,
504741,IND.HUME PIP,B ,Q,157.90,159.95,156.35,158.95,159.00,155.00,150,1959,310099.00,,INE323C01030,30-Oct-20,,
504786,INVEST &PREC,X ,Q,148.30,148.30,142.00,145.00,145.00,144.65,10,76,10935.00,,INE155E01016,30-Oct-20,,
504810,INFORMEDTEC ,X ,Q,8.18,8.18,8.18,8.18,8.18,8.08,1,250,2045.00,,INE123E01014,30-Oct-20,,
504840,KAIRA CAN CO,X ,Q,1004.90,1013.20,1000.00,1013.20,1013.20,965.00,9,24,24209.00,,INE375D01012,30-Oct-20,,
504879,ORIENT ABRAS,B ,Q,19.70,19.75,19.50,19.55,19.55,19.85,37,7006,137270.00,,INE569C01020,30-Oct-20,,
504882,NATIONAL STD,XT,Q,777.85,777.85,747.35,755.15,769.85,762.60,55,191,146825.00,,INE166R01015,30-Oct-20,,
504908,DUNCANENG   ,X ,Q,101.85,103.85,95.00,97.35,99.00,100.70,14,422,41001.00,,INE340F01011,30-Oct-20,,
504918,SANDUR MANG.,X ,Q,666.60,685.90,662.30,664.75,664.75,666.60,103,3074,2069732.00,,INE149K01016,30-Oct-20,,
504959,STOVAC IND. ,X ,Q,1910.00,1910.00,1806.05,1900.00,1900.00,1817.75,50,510,965924.00,,INE755D01015,30-Oct-20,,
504961,TATA YODOGAW,X ,Q,27.60,28.75,27.60,28.00,28.75,28.25,31,1840,52015.00,,INE895C01011,30-Oct-20,,
504966,TINPLATE    ,B ,Q,127.55,131.80,127.55,129.15,128.40,129.55,327,10873,1409745.00,,INE422C01014,30-Oct-20,,
504973,CHOLAHLDNG  ,A ,Q,383.40,395.00,383.40,387.50,387.20,379.50,239,1325,518698.00,,INE149A01033,30-Oct-20,,
504988,WELCAST     ,X ,Q,315.00,330.00,308.25,317.00,317.00,316.00,7,72,23038.00,,INE380G01015,30-Oct-20,,
505010,AUTO AXLES  ,B ,Q,702.55,731.00,702.55,708.75,708.00,693.30,381,1223,878103.00,,INE449A01011,30-Oct-20,,
505029,ATLAS CYCLES,T ,Q,41.10,41.95,40.65,41.80,41.80,41.25,12,395,16344.00,,INE446A01025,30-Oct-20,,
505036,AUTO COR.GOA,X ,Q,325.00,325.00,315.00,315.00,315.00,317.00,14,404,127762.00,,INE451C01013,30-Oct-20,,
505075,SETCO AUTO  ,T ,Q,9.15,9.88,9.15,9.28,9.28,9.54,32,5870,54858.00,,INE878E01021,30-Oct-20,,
505141,SCOOTERS IND,T ,Q,30.00,30.50,28.65,29.85,29.80,29.50,16,626,18610.00,,INE959E01011,30-Oct-20,,
505160,TALBROS AUTO,B ,Q,122.55,124.00,117.05,118.80,119.65,121.60,100,786,95842.00,,INE187D01011,30-Oct-20,,
505163,ZF STEERING ,X ,Q,302.10,314.90,302.05,302.70,302.85,304.25,25,446,135306.00,,INE116C01012,30-Oct-20,,
505192,SMLISUZU    ,B ,Q,375.65,392.80,369.70,372.45,372.15,375.05,210,1269,479107.00,,INE294B01019,30-Oct-20,,
505196,TIL LTD.    ,B ,Q,132.00,134.95,131.10,131.40,134.50,133.50,42,278,36664.00,,INE806C01018,30-Oct-20,,
505200,EICHER MOTOR,A ,Q,2136.00,2140.00,2054.70,2083.90,2083.90,2134.20,2257,48210,100767511.00,,INE066A01021,30-Oct-20,,
505216,ALFRED HERB ,X ,Q,570.95,570.95,570.95,570.95,570.95,569.80,1,1,570.00,,INE782D01027,30-Oct-20,,
505232,VELJAN      ,X ,Q,744.95,753.00,725.00,753.00,753.00,744.95,4,10,7493.00,,INE232E01013,30-Oct-20,,
